MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,MI_dir_L0.01_weight,MI_dir_L0.01_mean,MI_dir_L0.01_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L0.1_weight,H_L0.1_mean,H_L0.1_variance,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_weight,HH_L0.1_mean,HH_L0.1_std,HH_L0.1_magnitude,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_weight,HH_L0.01_mean,HH_L0.01_std,HH_L0.01_magnitude,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L0.1_weight,HpHp_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_magnitude,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_mean,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc
1.25678543,341.807323,374.5679196,1.442325755,346.7204168,489.8893351,1.76192876,352.7570371,565.5078521,2.549750215,309.8636383,12278.66742,13.68244594,216.5828981,29484.72161,1.25678543,341.807323,374.5679196,1.442325755,346.7204168,489.8893351,1.76192876,352.7570371,565.5078521,2.549750215,309.8636383,12278.66742,13.68244594,216.5828981,29484.72161,1.25678543,341.807323,19.35375725,348.1210221,374.5679196,-2.23E-210,0,1.442325755,346.7204168,22.13344382,352.9462387,489.8893351,-7.00E-125,0,1.761928275,352.7571176,23.77991654,358.878231,565.4844306,7.13E-05,7.61E-05,2.307569018,336.0870251,79.54487062,354.241338,13923.395,-937.2470776,-0.105799863,10.44058187,265.2028389,169.3013788,391.1946754,48113.60958,-7598.969315,-0.228325007,1.25678543,5.54000828,103.1958043,1.442325755,8.118826821,134.9675755,1.761928275,11.28741341,155.7943169,2.307569018,15.17517943,294.4594138,10.44058187,16.09386945,2112.936313,1.25678543,341.807323,19.35375725,348.1210221,374.5679196,-2.23E-210,0,1.442325755,346.7204168,22.13344382,352.9462387,489.8893351,-7.00E-125,0,1.761928275,352.7571176,23.77991654,358.878231,565.4844306,7.13E-05,7.61E-05,2.307569018,336.0870251,79.54487062,354.241338,13923.395,-937.2470776,-0.105799863,10.44058187,265.2028389,169.3013788,391.1946754,48113.60958,-7598.969315,-0.228325007
1.379129491,141.8207918,15266.10771,1.702714989,181.85406,19302.61542,2.38641622,232.5948313,20346.94076,3.48936263,239.9759069,20918.56341,14.64969018,206.3039846,28914.24258,1.379129491,141.8207918,15266.10771,1.702714989,181.85406,19302.61542,2.38641622,232.5948313,20346.94076,3.48936263,239.9759069,20918.56341,14.64969018,206.3039846,28914.24258,1.379129491,141.8207918,123.5560914,272.0741144,28921.83992,-7018.283818,-0.36241992,1.702714989,181.85406,138.9338527,277.3574031,31162.56096,-10632.65307,-0.489288425,2.386415839,232.5948588,142.6426979,296.5513795,30802.0851,-14101.85582,-0.650107032,3.252917186,253.0578517,141.115212,312.3398325,30488.31283,-12246.27371,-0.571150344,11.41558712,247.752765,171.2416265,367.8824255,46445.12878,-8983.656285,-0.276430598,1.379129491,1.773709931,33.74698806,1.702714989,3.553745924,70.3460309,2.386415839,6.702454628,119.6555291,3.252917186,10.61638391,250.759283,11.41558712,14.71434564,1947.665855,1.379129491,141.8207918,123.5560914,272.0741144,28921.83992,-7018.283818,-0.36241992,1.702714989,181.85406,138.9338527,277.3574031,31162.56096,-10632.65307,-0.489288425,2.386415839,232.5948588,142.6426979,296.5513795,30802.0851,-14101.85582,-0.650107032,3.252917186,253.0578517,141.115212,312.3398325,30488.31283,-12246.27371,-0.571150344,11.41558712,247.752765,171.2416265,367.8824255,46445.12878,-8983.656285,-0.276430598
1,380,0,1,380,0,1,380,1.34E-05,1.359240481,342.9923304,9341.069758,12.67057775,220.0125952,28825.44885,1,380,0,1,380,0,1,380,1.34E-05,1.359240481,342.9923304,9341.069758,12.67057775,220.0125952,28825.44885,1,380,0,445.3214421,24564.58384,-4.20E-95,0,1,380,0,433.8850422,24464.55075,-2.37E-55,0,1,380,0.003665069,422.1875795,23125.10562,1.19E-15,2.14E-15,1.334897704,348.15289,89.57890621,393.3552205,24441.36445,279.4355207,0.020530341,10.09415117,260.8541375,167.2711888,376.8301043,45608.46158,-5496.844051,-0.173154827,1,32.79941702,0,1,32.79941702,0,1,32.79941701,2.56E-07,1.334897704,27.23416146,155.3923988,10.09415117,16.50598429,1783.90786,1,380,0,445.3214421,24564.58384,-4.20E-95,0,1,380,0,433.8850422,24464.55075,-2.37E-55,0,1,380,0.003665069,422.1875795,23125.10562,1.19E-15,2.14E-15,1.334897704,348.15289,89.57890621,393.3552205,24441.36445,279.4355207,0.020530341,10.09415117,260.8541375,167.2711888,376.8301043,45608.46158,-5496.844051,-0.173154827
1.230708012,124.8623095,15017.9937,1.41479891,158.0603323,20431.83956,1.745783097,200.1380225,24126.32998,2.319950223,223.5965229,24131.02432,13.63346681,208.7159384,28323.34642,1.230708012,124.8623095,15017.9937,1.41479891,158.0603323,20431.83956,1.745783097,200.1380225,24126.32998,2.319950223,223.5965229,24131.02432,13.63346681,208.7159384,28323.34642,1.230708012,124.8623095,122.5479241,255.6026256,28863.702,-5253.052373,-0.273027333,1.41479891,158.0603323,142.9399859,273.3494686,32016.14051,-8018.79772,-0.357318806,1.745783097,200.1380225,155.326527,299.6445379,34491.34671,-11023.95154,-0.452055765,2.2963111,225.2806494,155.2452414,313.1997812,34455.75542,-9381.635146,-0.385107311,11.06458634,243.2435255,169.0333119,356.4159816,44250.70592,-6584.776132,-0.211921916,1.230708012,6.492409431,159.6634752,1.41479891,9.915426376,217.2206604,1.745783097,14.25401748,256.4985555,2.2963111,15.55848326,264.4369756,11.06458634,15.05244488,1643.945283,1.230708012,124.8623095,122.5479241,255.6026256,28863.702,-5253.052373,-0.273027333,1.41479891,158.0603323,142.9399859,273.3494686,32016.14051,-8018.79772,-0.357318806,1.745783097,200.1380225,155.326527,299.6445379,34491.34671,-11023.95154,-0.452055765,2.2963111,225.2806494,155.2452414,313.1997812,34455.75542,-9381.635146,-0.385107311,11.06458634,243.2435255,169.0333119,356.4159816,44250.70592,-6584.776132,-0.211921916
1.000000035,60.00000229,0.000678529,1.000042191,60.00413711,1.267675512,1.054137627,67.19710576,2195.852196,2.639190996,161.6091475,21286.16728,14.1680478,198.2193661,27775.07585,1.000000035,60.00000229,0.000678529,1.000042191,60.00413711,1.267675512,1.054137627,67.19710576,2195.852196,2.639190996,161.6091475,21286.16728,14.1680478,198.2193661,27775.07585,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1.016316311,60,0,84.85281374,0,8.21E-42,0,2.908870637,60,4.05E-05,84.85281374,3.18E-09,1.39E-09,0.655817623,1,59.55591989,0,1,59.55591989,0,1,59.55591989,0,1.016316311,59.61604574,0.223821022,2.908870637,61.01972155,4461.116595,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1.016316311,60,0,84.85281374,0,2.30E-66,0,2.908870637,60,1.17E-06,84.85281374,1.44E-12,-3.07E-29,-3.90E-17
1,60,0,1,60,4.55E-12,1.000155107,60.00111615,0.348571459,2.092054428,113.0400729,13687.50709,13.97141517,188.3263549,27056.61689,1,60,0,1,60,4.55E-12,1.000155107,60.00111615,0.348571459,2.092054428,113.0400729,13687.50709,13.97141517,188.3263549,27056.61689,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1.000159811,60,0,60,0,0,0,1.523975874,60,9.54E-07,60,9.09E-13,0,0,1,126.1134551,0,1,126.1134551,0,1,126.1134551,0,1.000159811,126.1335422,2.52482151,1.523975874,165.6154571,11685.49463,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1.000159811,60,0,60,0,0,0,1.523975874,60,9.54E-07,60,9.09E-13,0,0
1,110,0,1,110,0,1,110,0,1.000171541,110,3.64E-12,1.618411668,110,2.18E-09,1,110,0,1,110,0,1,110,0,1.000171541,110,3.64E-12,1.618411668,110,2.18E-09,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1.000171541,110,1.91E-06,110,3.64E-12,0,0,1.618411668,110,1.91E-06,110,3.64E-12,0,0,1,125.094017,0,1,125.094017,0,1,125.094017,0,1.000171541,125.0940791,0.001807013,1.618411668,152.4747999,12706.36417,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1.000171541,110,1.91E-06,110,3.64E-12,0,0,1.618411668,110,1.91E-06,110,3.64E-12,0,0
1,380,0,1,380,0,1,380,2.81E-08,1.115985903,352.2544988,8059.685015,11.46221453,205.0485725,27621.68753,1,380,0,1,380,0,1,380,2.81E-08,1.115985903,352.2544988,8059.685015,11.46221453,205.0485725,27621.68753,1,380,0,440.6155988,24648.99914,-1.42E-175,0,1,380,0,440.6096496,24648.99969,-9.81E-104,0,1,380,0,440.6037007,24648.99997,-6.33E-32,0,1.037220938,374.4478567,41.14694759,433.0749696,24682.04357,16.53772982,0.002561296,8.326741021,259.6672949,164.6729831,367.8206673,43325.431,-2688.182045,-0.08880624,1,59.47059894,0,1,59.47059894,0,1,59.47059894,0,1.037220938,57.89480147,76.20285127,8.326741021,20.38684329,1655.003991,1,380,0,440.6155988,24648.99914,-1.42E-175,0,1,380,0,440.6096496,24648.99969,-9.81E-104,0,1,380,0,440.6037007,24648.99997,-6.33E-32,0,1.037220938,374.4478567,41.14694759,433.0749696,24682.04357,16.53772982,0.002561296,8.326741021,259.6672949,164.6729831,367.8206673,43325.431,-2688.182045,-0.08880624
1.25609042,130.0179963,16003.34699,1.441607051,162.1875249,20950.84287,1.761515358,201.744387,24197.19891,2.085991873,215.0274547,24646.56379,12.43102881,193.8629679,26829.91683,1.25609042,130.0179963,16003.34699,1.441607051,162.1875249,20950.84287,1.761515358,201.744387,24197.19891,2.085991873,215.0274547,24646.56379,12.43102881,193.8629679,26829.91683,1.25609042,130.0179963,126.5043358,401.6275381,16003.34699,-4.16E-266,0,1.441607051,162.1875249,144.7440599,413.1643659,20950.84287,-3.13E-158,0,1.761515358,201.744387,155.5544886,430.2334223,24197.19891,-2.10E-50,0,2.009343851,220.9411005,156.9553374,434.6195684,24698.20084,-560.21022,-0.084932043,9.304086112,238.8520001,166.73515,366.8741177,41294.10553,-2228.327364,-0.076482047,1.25609042,12.43772372,566.4954029,1.441607051,18.49026111,741.6296217,1.761515358,25.93268869,856.5459437,2.009343851,29.27762553,864.8734428,9.304086112,18.23791774,1515.472009,1.25609042,130.0179963,126.5043358,401.6275381,16003.34699,-4.16E-266,0,1.441607051,162.1875249,144.7440599,413.1643659,20950.84287,-3.13E-158,0,1.761515358,201.744387,155.5544886,430.2334223,24197.19891,-2.10E-50,0,2.009343851,220.9411005,156.9553374,434.6195684,24698.20084,-560.21022,-0.084932043,9.304086112,238.8520001,166.73515,366.8741177,41294.10553,-2228.327364,-0.076482047
1.000000036,60.00000249,0.000744209,1.000042686,60.00436184,1.339986308,1.054496373,67.32535004,2235.177758,2.473535927,152.3530245,20470.63517,13.00637447,183.5708632,26038.89284,1.000000036,60.00000249,0.000744209,1.000042686,60.00436184,1.339986308,1.054496373,67.32535004,2235.177758,2.473535927,152.3530245,20470.63517,13.00637447,183.5708632,26038.89284,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1.016026939,60,6.74E-07,84.85281374,6.43E-13,1.28E-43,2.82E-31,2.920908045,60,3.28E-05,84.85281374,2.09E-09,9.10E-10,0.655089079,1,59.86706805,0,1,59.86706805,0,1,59.86706805,0,1.016026939,59.86310839,0.004508865,2.920908045,60.62509992,2934.111028,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1.016026939,60,6.74E-07,84.85281374,6.43E-13,9.16E-72,2.01E-59,2.920908045,60,9.54E-07,84.85281374,9.09E-13,-5.85E-29,0
1,379.9999999,2.14E-05,1.000001557,379.9995018,0.159417048,1.012221364,376.224827,1193.136061,2.583892425,240.455367,24842.44197,13.4393303,198.1868547,26758.75805,1,379.9999999,2.14E-05,1.000001557,379.9995018,0.159417048,1.012221364,376.224827,1193.136061,2.583892425,240.455367,24842.44197,13.4393303,198.1868547,26758.75805,1,380,0,537.4011537,0,-3.68E-283,0,1,380,0.002131873,537.4011537,4.54E-06,-2.76E-168,0,1.0006316,379.8874848,5.942820292,537.3215993,35.31711303,-1.92E-53,0,1.908886888,304.2665717,134.3133884,482.3456707,18126.32616,-158.1536052,-0.028019244,9.59447354,253.5633857,163.5943247,376.6174862,40602.86822,-579.2574527,-0.020263342,1,11.44551802,0,1,11.44551802,5.26E-08,1.0006316,11.45466234,0.673044783,1.908886888,19.93599947,491.1109799,9.59447354,17.52996856,1361.826894,1,380,0,537.4011537,0,-3.68E-283,0,1,380,0.002131873,537.4011537,4.54E-06,-2.76E-168,0,1.0006316,379.8874848,5.942820292,537.3215993,35.31711303,-1.92E-53,0,1.908886888,304.2665717,134.3133884,482.3456707,18126.32616,-158.1536052,-0.028019244,9.59447354,253.5633857,163.5943247,376.6174862,40602.86822,-579.2574527,-0.020263342
1.325884998,380,5.26E-06,1.510316132,379.9998317,0.053864998,1.808887964,378.3118402,537.0628327,3.526595488,280.0245871,21754.07822,14.40922742,210.8046821,27036.57828,1.325884998,380,5.26E-06,1.510316132,379.9998317,0.053864998,1.808887964,378.3118402,537.0628327,3.526595488,280.0245871,21754.07822,14.40922742,210.8046821,27036.57828,1.325884998,380,0,385.6889939,0,-1.08E-284,0,1.510315337,380,0.001239207,385.6889939,2.77E-06,-5.36E-17,-2.85E-11,1.799626333,379.9500062,3.961760519,385.6551116,32.25635304,-0.008064011,-0.000383434,2.866557969,330.6862113,114.2350508,368.6289524,24755.03537,-5552.743734,-0.335139328,10.57298279,265.5218479,160.0025406,363.7879194,40742.86676,-5473.37754,-0.192146484,1.325884998,3.057154771,22.9307799,1.510315337,4.081489651,27.67384645,1.799626333,5.269406486,30.89066982,2.866557969,13.094175,407.1613275,10.57298279,15.90257013,1258.3777,1.325884998,380,0,385.6889939,0,-1.08E-284,0,1.510315337,380,0.001239207,385.6889939,2.77E-06,-5.36E-17,-2.85E-11,1.799626333,379.9500062,3.961760519,385.6551116,32.25635304,-0.008064011,-0.000383434,2.866557969,330.6862113,114.2350508,368.6289524,24755.03537,-5552.743734,-0.335139328,10.57298279,265.5218479,160.0025406,363.7879194,40742.86676,-5473.37754,-0.192146484
1.318799345,141.9046437,18072.54319,1.642206652,188.7937911,23478.93567,2.360235114,245.9894972,24126.14848,4.427487494,231.6846229,24849.85315,15.36821173,201.3823313,26552.94473,1.318799345,141.9046437,18072.54319,1.642206652,188.7937911,23478.93567,2.360235114,245.9894972,24126.14848,4.427487494,231.6846229,24849.85315,15.36821173,201.3823313,26552.94473,1.318799345,141.9046437,134.4341593,249.2664368,30301.8458,-6393.590745,-0.30495159,1.642206314,188.7938176,153.2283821,270.9717341,33453.21103,-10156.93491,-0.429401679,2.353270617,246.5399326,155.2252285,305.0319744,33149.63909,-13661.91703,-0.58330614,3.785999025,260.7743572,152.3806615,327.4534728,33412.98971,-11212.16243,-0.474696016,11.54288692,248.2365839,162.8893304,347.4046889,40246.15576,-7323.670209,-0.258458692,1.318799345,1.050854294,6.826405786,1.642206314,1.846543527,14.03003093,2.353270617,3.204977756,23.53143105,3.785999025,9.744219575,330.8824096,11.54288692,14.56050352,1168.349356,1.318799345,141.9046437,134.4341593,249.2664368,30301.8458,-6393.590745,-0.30495159,1.642206314,188.7938176,153.2283821,270.9717341,33453.21103,-10156.93491,-0.429401679,2.353270617,246.5399326,155.2252285,305.0319744,33149.63909,-13661.91703,-0.58330614,3.785999025,260.7743572,152.3806615,327.4534728,33412.98971,-11212.16243,-0.474696016,11.54288692,248.2365839,162.8893304,347.4046889,40246.15576,-7323.670209,-0.258458692
1,380,0,1,380,0,1,380,6.98E-10,1.170345996,358.4124261,6352.687307,12.09534457,216.1498038,26777.29512,1,380,0,1,380,0,1,380,6.98E-10,1.170345996,358.4124261,6352.687307,12.09534457,216.1498038,26777.29512,1,380,0,431.7369901,24322.52128,-2.33E-67,0,1,380,0,426.8285078,23829.74698,-1.06E-38,0,1,380,2.53E-05,420.3124636,22766.98785,-4.45E-10,-1.16E-07,1.145664957,364.8411195,67.30388571,415.1283584,24449.64029,-2244.475948,-0.215144812,9.333585585,262.3537112,159.2200492,357.628419,39476.96659,-5396.759235,-0.19484546,1,46.99948287,0,1,46.99948287,0,1,46.99948287,3.18E-11,1.145664957,42.26268238,196.1033372,9.333585585,18.03601452,1143.835304,1,380,0,431.7369901,24322.52128,-2.33E-67,0,1,380,0,426.8285078,23829.74698,-1.06E-38,0,1,380,2.53E-05,420.3124636,22766.98785,-4.45E-10,-1.16E-07,1.145664957,364.8411195,67.30388571,415.1283584,24449.64029,-2244.475948,-0.215144812,9.333585585,262.3537112,159.2200492,357.628419,39476.96659,-5396.759235,-0.19484546
1.382979744,152.9540137,19742.5598,1.562218954,179.0038469,22713.33851,1.825344309,207.9776596,24423.32929,2.148094906,222.2860262,24669.98264,13.07214926,204.6635669,26321.59441,1.382979744,152.9540137,19742.5598,1.562218954,179.0038469,22713.33851,1.825344309,207.9776596,24423.32929,2.148094906,222.2860262,24669.98264,13.07214926,204.6635669,26321.59441,1.382979744,152.9540137,140.5082197,409.6277948,19742.5598,-6.58E-69,0,1.562218954,179.0038469,150.7094506,420.050446,22713.33851,-8.17E-40,0,1.825344309,207.9776596,156.2796509,433.1913052,24423.32929,-3.97E-10,-8.20E-08,2.123883112,224.1360507,156.9954115,423.4831762,25383.89434,-2658.887167,-0.217386861,10.31568652,243.3192329,162.0761593,356.9376673,38694.94042,-5574.935444,-0.204064777,1.382979744,13.21550948,437.1165573,1.562218954,17.09167081,502.8920481,1.825344309,21.40291424,540.7526543,2.123883112,22.49429205,542.97233,10.31568652,16.31445363,1060.561774,1.382979744,152.9540137,140.5082197,409.6277948,19742.5598,-6.58E-69,0,1.562218954,179.0038469,150.7094506,420.050446,22713.33851,-8.17E-40,0,1.825344309,207.9776596,156.2796509,433.1913052,24423.32929,-3.97E-10,-8.20E-08,2.123883112,224.1360507,156.9954115,423.4831762,25383.89434,-2658.887167,-0.217386861,10.31568652,243.3192329,162.0761593,356.9376673,38694.94042,-5574.935444,-0.204064777
1.00000004,60.00000368,0.001122825,1.000046516,60.00553535,1.715188011,1.056576019,67.92369573,2417.530444,2.517687035,157.8276468,21177.12492,13.62582816,194.0467027,25813.00732,1.00000004,60.00000368,0.001122825,1.000046516,60.00553535,1.715188011,1.056576019,67.92369573,2417.530444,2.517687035,157.8276468,21177.12492,13.62582816,194.0467027,25813.00732,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1.016487737,60,6.74E-07,84.85281374,6.43E-13,2.06E-45,4.52E-33,2.934387464,60,2.66E-05,84.85281374,1.38E-09,6.00E-10,0.655045782,1,59.45401406,0,1,59.45401406,0,1,59.45401406,0,1.016487737,59.4606497,0.002743704,2.934387464,60.22600952,1934.513329,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1.016487737,60,6.74E-07,84.85281374,6.43E-13,3.92E-77,8.62E-65,2.934387464,60,6.74E-07,84.85281374,1.02E-12,-4.71E-29,-7.32E-17
1,380,0,1,380,0,1.000000353,379.9998898,0.035254324,1.566781807,299.6293656,19057.49861,12.73827618,208.6446981,26288.03832,1,380,0,1,380,0,1.000000353,379.9998898,0.035254324,1.566781807,299.6293656,19057.49861,12.73827618,208.6446981,26288.03832,1,380,0,537.4011537,0,-2.17E-148,0,1,380,0,537.4011537,0,-2.55E-87,0,1.000000019,379.9999967,0.031962756,537.4011514,0.001021618,8.41E-26,8.49E-20,1.337810799,340.6427715,103.9670159,495.1146626,12396.6702,26.4004956,0.003259394,9.583263153,257.5816782,158.9766214,366.8086289,38026.41106,-2821.496766,-0.105291578,1,26.52417016,0,1,26.52417016,0,1.000000019,26.52417006,1.07E-05,1.337810799,25.50658505,140.1712864,9.583263153,17.37982315,959.6357564,1,380,0,537.4011537,0,-2.17E-148,0,1,380,0,537.4011537,0,-2.55E-87,0,1.000000019,379.9999967,0.031962756,537.4011514,0.001021618,8.41E-26,8.49E-20,1.337810799,340.6427715,103.9670159,495.1146626,12396.6702,26.4004956,0.003259394,9.583263153,257.5816782,158.9766214,366.8086289,38026.41106,-2821.496766,-0.105291578
1.371439815,345.0002869,455.0063124,1.551992367,349.0720128,528.0029939,1.820309695,353.630811,570.4004461,2.536053312,312.393543,11793.13036,13.71306997,217.640153,25399.75109,1.371439815,345.0002869,455.0063124,1.551992367,349.0720128,528.0029939,1.820309695,353.630811,570.4004461,2.536053312,312.393543,11793.13036,13.71306997,217.640153,25399.75109,1.371439815,345.0002869,21.33087697,351.2565985,455.0063124,-3.58E-189,0,1.551992367,349.0720128,22.97831573,355.2566258,528.0029939,-5.67E-112,0,1.82030942,353.6308552,23.88278759,359.7371014,570.387543,4.09E-05,5.84E-05,2.311572996,336.903858,78.43072183,354.4016475,13374.75222,-845.3287486,-0.098900925,10.56430002,264.6259994,152.8260917,353.4781961,37252.96896,-5659.133471,-0.217363724,1.371439815,7.392152877,135.9596328,1.551992367,9.617894851,157.7716423,1.82030942,12.10991178,170.4363836,2.311572996,14.59590857,235.6657702,10.56430002,15.76172605,893.8397631,1.371439815,345.0002869,21.33087697,351.2565985,455.0063124,-3.58E-189,0,1.551992367,349.0720128,22.97831573,355.2566258,528.0029939,-5.67E-112,0,1.82030942,353.6308552,23.88278759,359.7371014,570.387543,4.09E-05,5.84E-05,2.311572996,336.903858,78.43072183,354.4016475,13374.75222,-845.3287486,-0.098900925,10.56430002,264.6259994,152.8260917,353.4781961,37252.96896,-5659.133471,-0.217363724
1.32902216,135.0712915,14612.71143,1.659050385,178.4490979,19396.1397,2.368216934,232.1762234,20512.40862,3.464673223,241.2775886,20854.34153,14.67397523,207.3062012,25129.0639,1.32902216,135.0712915,14612.71143,1.659050385,178.4490979,19396.1397,2.368216934,232.1762234,20512.40862,3.464673223,241.2775886,20854.34153,14.67397523,207.3062012,25129.0639,1.32902216,135.0712915,120.8830486,247.1989677,28435.9421,-6667.70572,-0.353157747,1.659050385,178.4490979,139.2700244,265.2677949,30807.10059,-10466.46571,-0.485768011,2.368216728,232.1762384,143.2215341,294.0646674,30698.87088,-14082.55705,-0.650617798,3.246511159,253.4592479,141.0640856,311.9894498,30384.37793,-12314.27602,-0.576090771,11.53418214,247.4053593,156.3803348,339.0963541,37250.74464,-7423.48611,-0.2831892,1.32902216,2.139971117,42.73534403,1.659050385,4.068932624,82.96689146,2.368216728,7.170319592,131.8520474,3.246511159,10.22690414,205.9571541,11.53418214,14.43091309,835.0016107,1.32902216,135.0712915,120.8830486,247.1989677,28435.9421,-6667.70572,-0.353157747,1.659050385,178.4490979,139.2700244,265.2677949,30807.10059,-10466.46571,-0.485768011,2.368216728,232.1762384,143.2215341,294.0646674,30698.87088,-14082.55705,-0.650617798,3.246511159,253.4592479,141.0640856,311.9894498,30384.37793,-12314.27602,-0.576090771,11.53418214,247.4053593,156.3803348,339.0963541,37250.74464,-7423.48611,-0.2831892
1,110,0,1,110,0,1,110,0,1.000174432,110,0,1.681152145,110,8.84E-10,1,110,0,1,110,0,1,110,0,1.000174432,110,0,1.681152145,110,8.84E-10,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1.000174432,110,0,110,0,0,0,1.681152145,110,1.35E-06,110,1.82E-12,0,0,1,124.8529639,0,1,124.8529639,0,1,124.8529639,0,1.000174432,124.853006,1.05E-05,1.681152145,136.0444988,5332.115825,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1.000174432,110,0,110,0,0,0,1.681152145,110,1.35E-06,110,1.82E-12,0,0
1,380,0,1,380,0,1,379.9999999,1.95E-05,1.370233846,342.5175425,9429.51453,12.7335429,220.8683182,25313.77218,1,380,0,1,380,0,1,379.9999999,1.95E-05,1.370233846,342.5175425,9429.51453,12.7335429,220.8683182,25313.77218,1,380,0,432.739039,24394.08674,-1.65E-93,0,1,380,0,427.6948941,23934.64458,-2.16E-54,0,1,379.9999999,0.004413468,420.675912,22839.91677,2.44E-15,3.66E-15,1.346921119,347.4074014,90.48392362,392.1577859,24377.64817,284.5915404,0.020756258,10.22291464,260.3756956,153.6691912,348.6723797,36704.38242,-3992.082637,-0.154975713,1,32.26210594,0,1,32.26210594,0,1,32.26210593,3.50E-07,1.346921119,26.58658659,145.8972599,10.22291464,16.17515076,781.3816765,1,380,0,432.739039,24394.08674,-1.65E-93,0,1,380,0,427.6948941,23934.64458,-2.16E-54,0,1,379.9999999,0.004413468,420.675912,22839.91677,2.44E-15,3.66E-15,1.346921119,347.4074014,90.48392362,392.1577859,24377.64817,284.5915404,0.020756258,10.22291464,260.3756956,153.6691912,348.6723797,36704.38242,-3992.082637,-0.154975713
